,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore,TotalGHGEmissions,Latitude,Longitude,BuildingAge,Electricity,NaturalGas,SteamUse,GFAPerBuilding,GFAPerFloor,GFABuildingRate,GFAParkingRate,SiteEnergyUse(kBtu)
368,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,5.0,Office,95.0,53.57,47.55146,-122.32832,34.0,0.9999998698575004,0.0,0.0,390295.0,78059.0,0.6890172817996644,0.31098271820033563,7683885.0
369,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,2.0,Non-Refrigerated Warehouse,87.0,17.17,47.54983,-122.32858,49.0,0.890686931910666,0.109312805694938,0.0,90000.0,45000.0,1.0,0.0,1429146.375
370,2016,NONRESIDENTIAL,Retail Store,GREATER DUWAMISH,1.0,1.0,Retail Store,,32.22,47.55032,-122.32614,50.0,0.48446767946491565,0.5155323205350844,0.0,50200.0,50200.0,1.0,0.0,1047461.0
371,2016,NONRESIDENTIAL,Office,BALLARD,1.0,6.0,Office,,120.24,47.66891,-122.38528,91.0,0.6033904011560679,0.3966095988439321,0.0,94033.0,15672.166666666666,0.9340657003392426,0.0659342996607574,4758198.0
374,2016,NONRESIDENTIAL,Entrepot,MAGNOLIA / QUEEN ANNE,1.0,4.0,Self-Storage Facility,,3.25,47.64676,-122.37581,28.0,0.9999993287268781,0.0,0.0,130293.0,32573.25,0.8204047799958555,0.17959522000414452,465533.3125
375,2016,NONRESIDENTIAL,Entrepot,MAGNOLIA / QUEEN ANNE,1.0,4.0,Non-Refrigerated Warehouse,94.0,25.58,47.65567,-122.37478,19.0,0.6578118285357888,0.34218817146421127,0.0,106041.0,26510.25,1.0,0.0,1123943.0
376,2016,NONRESIDENTIAL,Entrepot,MAGNOLIA / QUEEN ANNE,1.0,3.0,Self-Storage Facility,,33.18,47.63634,-122.3754,60.0,0.43251434013520473,0.5674857847652652,0.0,94470.0,31490.0,1.0,0.0,1000796.875
377,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,10.0,Office,88.0,53.25,47.59963,-122.32796,14.0,0.9999998690754343,0.0,0.0,181694.0,18169.4,0.7898334562506192,0.21016654374938082,7637986.0
378,2016,NONRESIDENTIAL,Retail Store,NORTHEAST,1.0,2.0,Retail Store,,2.22,47.66178,-122.31812,29.0,1.0000005878428226,0.0,0.0,69492.0,34746.0,1.0,0.0,318962.8125
379,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,33.0,2.8,47.54769,-122.3251,50.0,0.9999992227360283,0.0,0.0,22780.0,22780.0,1.0,0.0,402051.3125
380,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,1.0,Distribution Center,62.0,237.36,47.54187,-122.32714,49.0,0.2096993428076099,0.7903006571923901,0.0,124472.0,124472.0,1.0,0.0,5464762.0
381,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,22.0,Office,95.0,59.21,47.60411,-122.33225,46.0,0.9999998822617979,0.0,0.0,227556.0,10343.454545454546,0.5668934240362812,0.4331065759637188,8493420.0
382,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,1.0,Distribution Center,72.0,42.65,47.54187,-122.32714,49.0,0.5467508308623626,0.4532490056866242,0.0,50065.0,50065.0,1.0,0.0,1529510.25
383,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,1.0,Distribution Center,26.0,76.68,47.54621,-122.33486,47.0,0.5076035152536873,0.49239648474631265,0.0,57540.0,57540.0,1.0,0.0,2582687.0
384,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,49.0,10.72,47.54853,-122.32814,50.0,0.999999837345293,0.0,0.0,85400.0,85400.0,1.0,0.0,1536998.25
385,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,63.0,3.62,47.54912,-122.32819,50.0,0.9999998195480948,0.0,0.0,55700.0,55700.0,1.0,0.0,519806.0938
386,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,1.0,Office,96.0,46.93,47.54965,-122.3278,52.0,0.5842049094931424,0.415794951168001,0.0,53250.0,53250.0,1.0,0.0,1794187.25
387,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,6.0,Office,98.0,28.63,47.62476,-122.34843,29.0,0.8663967007685277,0.1336029551505417,0.0,78672.0,13112.0,0.6386643278421802,0.3613356721578198,2179719.75
388,2016,NONRESIDENTIAL,Entrepot,NORTHWEST,1.0,3.0,Non-Refrigerated Warehouse,89.0,6.32,47.71286,-122.34422,30.0,0.7305791166558632,0.2694208833441368,0.0,64660.0,21553.333333333332,1.0,0.0,325513.0
389,2016,NONRESIDENTIAL,Mixed Use Property,EAST,1.0,2.0,Other,,38.48,47.61552,-122.31744,89.0,0.9247222285178948,0.07527763576700812,0.0,75844.0,37922.0,0.7372501450345446,0.2627498549654554,3684188.5
390,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,1.0,Distribution Center,25.0,204.81,47.5701,-122.33342,48.0,0.6766962017605638,0.3233036913702025,0.0,161678.0,161678.0,1.0,0.0,9357230.0
392,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,1.0,Distribution Center,80.0,32.02,47.57023,-122.33241,36.0,0.49730830204579407,0.5026914624291628,0.0,52613.0,52613.0,1.0,0.0,1061458.25
393,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,1.0,1.0,Other,,74.31,47.56785,-122.33361,76.0,0.8349233451317254,0.16507645856648262,0.0,56608.0,56608.0,1.0,0.0,5094197.0
396,2016,NONRESIDENTIAL,Supermarket,NORTH,1.0,1.0,Supermarket/Grocery Store,37.0,272.54,47.73315,-122.3105,36.0,0.6167397362259018,0.3832601733134863,0.0,58480.0,58480.0,1.0,0.0,11054535.0
397,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,6.0,Office,95.0,54.92,47.62029,-122.33078,11.0,0.8695734677305762,0.0,0.0,336700.0,56116.666666666664,0.6293436293436293,0.37065637065637064,9058916.0
398,2016,NONRESIDENTIAL,Retail Store,LAKE UNION,1.0,4.0,Retail Store,42.0,190.61,47.62,-122.33027,20.0,0.7353714493695578,0.26462845000360746,0.0,264008.0,66002.0,0.39398048543983516,0.6060195145601649,9937707.0
399,2016,NONRESIDENTIAL,Office,CENTRAL,1.0,2.0,Office,32.0,38.55,47.59367,-122.30957,102.0,0.9976438459377397,0.002356062222304674,0.0,62220.0,31110.0,1.0,0.0,5444253.5
400,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,1.0,Office,89.0,90.24,47.59388,-122.31124,46.0,0.5362365926548363,0.4637632501641363,0.0,65430.0,65430.0,1.0,0.0,3181045.5
401,2016,NONRESIDENTIAL,Office,NORTHEAST,1.0,3.0,Office,26.0,49.17,47.66517,-122.30186,10.0,0.9753258844285793,0.024674033100873603,0.0,102290.0,34096.666666666664,0.5851011829113305,0.4148988170886695,6062770.5
402,2016,NONRESIDENTIAL,Other,CENTRAL,1.0,3.0,Other,,85.28,47.6144,-122.30982,90.0,0.9999998364960984,0.0,0.0,80004.0,26668.0,1.0,0.0,12232124.0
403,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,2.0,Non-Refrigerated Warehouse,92.0,262.45,47.56407,-122.32765,25.0,0.44218051836447725,0.5578194193229629,0.0,323916.0,161958.0,1.0,0.0,8024064.5
405,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,4.0,Office,,33.85,47.64037,-122.32626,38.0,0.9999998970141625,0.0,0.0,85385.0,21346.25,0.6344791239679101,0.36552087603208994,4855036.5
406,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,2.0,Distribution Center,94.0,42.25,47.53687,-122.33316,27.0,0.6905462838370505,0.3094539676296921,0.0,98024.0,49012.0,1.0,0.0,1988334.5
407,2016,NONRESIDENTIAL,Mixed Use Property,LAKE UNION,1.0,1.0,Office,,63.89,47.62405,-122.33084,88.0,0.6192740303723456,0.38072587361897514,0.0,65000.0,65000.0,0.7692307692307693,0.23076923076923078,2603931.25
408,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,5.0,Office,62.0,35.8,47.62488,-122.33007,26.0,0.9999998052595501,0.0,0.0,144573.0,28914.6,0.5391947320730703,0.46080526792692966,5135040.0
409,2016,NONRESIDENTIAL,Retail Store,NORTH,1.0,2.0,Retail Store,97.0,129.29,47.70759,-122.3255,66.0,0.7667569010884846,0.23324303033216615,0.0,302812.0,151406.0,1.0,0.0,7290824.5
410,2016,NONRESIDENTIAL,Office,NORTHWEST,1.0,5.0,Office,53.0,293.55,47.70744,-122.33171,42.0,0.45040419505591506,0.5495956948121932,0.0,86400.0,17280.0,1.0,0.0,9080022.0
411,2016,NONRESIDENTIAL,Other,NORTH,0.0,2.0,Strip Mall,,46.49,47.7094,-122.31843,47.0,0.9662215437043036,0.03377836456000858,0.0,,49269.5,1.0,0.0,5450441.5
412,2016,NONRESIDENTIAL,Office,NORTHWEST,1.0,6.0,Office,56.0,44.35,47.70732,-122.33279,35.0,0.9999999213989292,0.0,0.0,86483.0,14413.833333333334,1.0,0.0,6361236.5
413,2016,NONRESIDENTIAL,Distribution Center,DELRIDGE,1.0,1.0,Distribution Center,75.0,22.1,47.53926,-122.34143,40.0,0.7251905079229398,0.27480938092080726,0.0,51600.0,51600.0,1.0,0.0,1124543.125
414,2016,NONRESIDENTIAL,Entrepot,DELRIDGE,1.0,1.0,Non-Refrigerated Warehouse,61.0,57.73,47.53689,-122.33847,48.0,0.5888640456667948,0.4111359543332051,0.0,140520.0,140520.0,1.0,0.0,2225512.0
415,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,95.0,58.88,47.63116,-122.34193,30.0,0.8758269487952551,0.12417294336237204,0.0,154029.0,30805.8,0.5950113290354414,0.4049886709645586,4636396.5
416,2016,NONRESIDENTIAL,Other,NORTHWEST,1.0,3.0,Parking,,49.28,47.70887,-122.33494,11.0,0.9977008354782317,0.002299092719996858,0.0,161789.0,53929.666666666664,0.4317598847882118,0.5682401152117882,6963616.5
417,2016,NONRESIDENTIAL,Medical,NORTHWEST,1.0,3.0,Medical Office,,33.22,47.7126,-122.33782,11.0,0.9999998950847961,0.0,0.0,63909.0,21303.0,1.0,0.0,4765753.5
418,2016,NONRESIDENTIAL,Entrepot,NORTHWEST,1.0,2.0,Non-Refrigerated Warehouse,,34.0,47.69814,-122.34295,68.0,0.3923418556114526,0.607658530526454,0.0,53472.0,26736.0,1.0,0.0,971155.625
419,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,14.0,58.67,47.52696,-122.32913,36.0,0.4628215530899897,0.5371784469100104,0.0,50417.0,50417.0,1.0,0.0,1847401.0
420,2016,NONRESIDENTIAL,Restaurant,DOWNTOWN,1.0,1.0,Restaurant,,611.19,47.60613,-122.34115,,0.0,1.0,0.0,43728.0,43728.0,1.0,0.0,11508035.0
422,2016,NONRESIDENTIAL,Retail Store,NORTH,1.0,2.0,Retail Store,78.0,91.1,47.70759,-122.3255,51.0,0.8452643994492729,0.15473552310133393,0.0,168619.0,84309.5,1.0,0.0,6455828.5
424,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,4.0,Office,91.0,45.22,47.6244,-122.33157,16.0,0.9999999229153714,0.0,0.0,175885.0,43971.25,0.5941382153111407,0.4058617846888592,6486377.5
425,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,2.0,Non-Refrigerated Warehouse,93.0,23.86,47.56089,-122.33474,47.0,0.6483206849628936,0.3516794365878754,0.0,104786.0,52393.0,1.0,0.0,1028376.875
426,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,1.0,1.0,Other,,49.9,47.55787,-122.335,16.0,0.5400859591164544,0.4599137584020587,0.0,53040.0,53040.0,0.21568627450980393,0.7843137254901961,1770027.5
427,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,0.0,1.0,Other,,107.83,47.55741,-122.33163,43.0,0.15228901183074683,0.8477108813231649,0.0,,110689.0,1.0,0.0,2339814.25
428,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,1.0,Office,86.0,22.12,47.5563,-122.33186,68.0,0.918224910424838,0.08177496815435886,0.0,53620.0,53620.0,1.0,0.0,2058955.25
429,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,1.0,Office,62.0,65.3,47.55623,-122.33316,78.0,0.7091461436200528,0.2908535440959112,0.0,50008.0,50008.0,1.0,0.0,3202213.0
430,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,Office,98.0,49.74,47.6252,-122.36737,7.0,0.9891504102571768,0.01084936442789498,0.0,291176.0,72794.0,0.65596065609803,0.34403934390196994,6657348.5
431,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,63.0,107.16,47.56549,-122.33221,59.0,0.24068429822593668,0.759315995773851,0.0,50832.0,50832.0,1.0,0.0,2551022.25
432,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Refrigerated Warehouse,70.0,20.29,47.56158,-122.32754,45.0,0.9964441150623093,0.003555709069203722,0.0,76354.0,76354.0,1.0,0.0,2843033.5
433,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,65.0,39.5,47.56558,-122.32889,60.0,0.8487697000122371,0.1512301234069987,0.0,98480.0,98480.0,1.0,0.0,2831565.5
434,2016,NONRESIDENTIAL,Mixed Use Property,LAKE UNION,1.0,2.0,Retail Store,75.0,64.0,47.66113,-122.33572,112.0,0.7480528378413422,0.25194708951893835,0.0,53002.0,26501.0,1.0,0.0,3441643.25
437,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,11.0,Office,58.0,365.79,47.63,-122.3396,45.0,0.5806500865113211,0.41934991348867884,0.0,124721.0,11338.272727272728,1.0,0.0,13898181.0
438,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,7.0,Office,70.0,39.47,47.63376,-122.33968,46.0,1.0,0.0,0.0,94002.0,13428.857142857143,1.0,0.0,5662234.0
439,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,60.0,8.73,47.55515,-122.3275,42.0,1.000000099814435,0.0,0.0,93020.0,93020.0,1.0,0.0,1252323.875
440,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,1.0,Other,,25.74,47.6153,-122.35014,70.0,0.366519849807003,0.6334810290902693,0.0,23000.0,23000.0,1.0,0.0,711118.375
441,2016,NONRESIDENTIAL,Supermarket,SOUTHEAST,1.0,1.0,Supermarket/Grocery Store,32.0,306.5,47.52095,-122.26825,14.0,0.6452827846930209,0.354717139164219,0.0,61053.0,61053.0,1.0,0.0,13133225.0
442,2016,NONRESIDENTIAL,Office,DOWNTOWN,5.0,7.0,Office,,29.43,47.59878,-122.33458,103.0,0.14369238357161812,0.030640634438429654,0.0,30831.8,22022.714285714286,1.0,0.0,11195917.0
443,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,5.0,Office,88.0,19.73,47.59895,-122.33379,112.0,0.9999997350455047,0.0,0.0,78920.0,15784.0,1.0,0.0,2830674.75
444,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,7.0,Office,64.0,134.69,47.59855,-122.33327,110.0,0.7092431963425742,0.2907567279781953,0.0,99440.0,14205.714285714286,1.0,0.0,6606832.5
445,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,82.0,19.89,47.59856,-122.33379,109.0,0.9999998247575214,0.0,0.0,73260.0,12210.0,1.0,0.0,2853189.5
446,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,87.0,76.8,47.59979,-122.3338,,0.5716622640777439,0.0743160989213179,0.35402149352558876,69817.0,17454.25,1.0,0.0,2178074.5
447,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,,26.04,47.60035,-122.33379,,0.8816633833194184,0.11833679570172619,0.0,84750.0,21187.5,1.0,0.0,2094724.625
448,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,,24.89,47.60146,-122.33248,,1.0000000700248386,0.0,0.0,75496.0,12582.666666666666,0.8235668114867013,0.17643318851329873,3570161.75
449,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,79.0,130.31,47.59962,-122.33247,,0.8094194808582463,0.1383924320422647,0.05218799729771775,164380.0,41095.0,1.0,0.0,7655751.0
450,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,7.0,Office,98.0,99.59,47.59858,-122.33198,109.0,0.6950993240029404,0.22482837746292106,0.0800721616166275,160580.0,22940.0,1.0,0.0,4336187.5
451,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,83.0,22.39,47.60159,-122.32915,107.0,1.0,0.0,0.0,73470.0,12245.0,1.0,0.0,3212269.0
452,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,3.0,Other,,13.28,47.59871,-122.3299,110.0,1.0,0.0,0.0,67755.0,22585.0,1.0,0.0,1904480.0
453,2016,NONRESIDENTIAL,Mixed Use Property,GREATER DUWAMISH,1.0,3.0,Office,37.0,31.58,47.59334,-122.32905,106.0,0.8624715642558215,0.13752843574417845,0.0,56700.0,18900.0,1.0,0.0,2371575.0
454,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,83.0,65.56,47.59366,-122.32666,94.0,0.4912998144737413,0.5087004176952721,0.0,82852.0,82852.0,1.0,0.0,2153603.5
455,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,1.0,2.0,Other,,132.6,47.57941,-122.33131,63.0,0.4286787973788653,0.5713212026211347,0.0,76442.0,38221.0,1.0,0.0,3978277.0
456,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,2.0,Distribution Center,56.0,74.18,47.57658,-122.33054,54.0,0.6416021443221605,0.35839785567783955,0.0,92792.0,46396.0,1.0,0.0,3155496.0
457,2016,NONRESIDENTIAL,Other,GREATER DUWAMISH,2.0,2.0,Manufacturing/Industrial Plant,,15.65,47.58444,-122.33282,75.0,1.0,0.0,0.0,62759.5,62759.5,1.0,0.0,2244317.0
458,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,4.0,Office,80.0,30.5,47.58361,-122.33369,,0.9999997714100752,0.0,0.0,129000.0,32250.0,0.8,0.2,4374646.0
459,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,69.0,16.48,47.58781,-122.33264,62.0,0.7368294506947217,0.2631706943214425,0.0,78814.0,78814.0,1.0,0.0,861972.875
460,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,4.0,Office,,41.18,47.59486,-122.33368,112.0,0.6487093997210951,0.35129074101204294,0.0,58970.0,14742.5,1.0,0.0,1776411.75
461,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,6.0,Distribution Center,15.0,18.74,47.59403,-122.33367,106.0,0.999999721052269,0.0,0.0,75600.0,12600.0,0.8571428571428571,0.14285714285714285,2688675.75
462,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,4.0,Distribution Center,,7.37,47.59363,-122.33371,109.0,0.9999998817163944,0.0,0.0,56270.0,14067.5,1.0,0.0,1056782.125
463,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,31.0,138.35,47.59701,-122.33378,112.0,0.6164710786585709,0.3835288321926299,0.0,66842.0,16710.5,1.0,0.0,5608600.5
464,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,81.0,20.18,47.59639,-122.33368,107.0,0.9998699684085482,0.00013003159145180617,0.0,75288.0,12548.0,0.8565508447561364,0.14344915524386356,2891605.0
465,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,7.0,Office,81.0,67.78,47.59806,-122.33475,112.0,0.9999998971499214,0.0,0.0,184322.0,26331.714285714286,1.0,0.0,9722890.0
467,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,2.0,Office,53.0,180.76,47.59202,-122.33486,102.0,0.49464863797487785,0.5053514458031282,0.0,64512.0,32256.0,1.0,0.0,5968153.5
469,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,7.0,Non-Refrigerated Warehouse,26.0,98.43,47.58365,-122.33467,90.0,0.6081953065770578,0.3918046934229423,0.0,144050.0,20578.571428571428,1.0,0.0,3929371.0
470,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,3.0,Office,16.0,47.25,47.58252,-122.33465,86.0,0.9483047300332819,0.051695170945964077,0.0,60592.0,20197.333333333332,1.0,0.0,5049446.5
472,2016,NONRESIDENTIAL,Retail Store,GREATER DUWAMISH,1.0,1.0,Retail Store,57.0,100.42,47.57842,-122.33558,23.0,0.8496999058018904,0.15029988648452725,0.0,107930.0,107930.0,1.0,0.0,7221482.5
473,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,83.0,49.25,47.57096,-122.3355,90.0,0.49136821089846855,0.5086315573497265,0.0,99084.0,99084.0,1.0,0.0,1618110.375
474,2016,NONRESIDENTIAL,Distribution Center,DELRIDGE,1.0,1.0,Distribution Center,28.0,42.74,47.56676,-122.35247,63.0,0.792269404947261,0.20773069188659168,0.0,72719.0,72719.0,1.0,0.0,2581741.75
475,2016,NONRESIDENTIAL,Office,EAST,0.0,4.0,Office,91.0,33.41,47.59534849,-122.327269,86.0,0.8900002613886588,0.10999955834330065,0.0,,19156.0,1.0,0.0,2773647.5
476,2016,NONRESIDENTIAL,Office,NORTHEAST,1.0,6.0,Office,2.0,59.75,47.66158,-122.31625,15.0,0.9999998833216597,0.0,0.0,91706.0,15284.333333333334,0.6010838985453515,0.39891610145464856,8570571.0
478,2016,NONRESIDENTIAL,Office,DELRIDGE,1.0,5.0,Office,41.0,58.43,47.56787,-122.36419,25.0,0.9999998210415632,0.0,0.0,138106.0,27621.2,0.8825467394609937,0.11745326053900627,8381834.5
479,2016,NONRESIDENTIAL,Retail Store,GREATER DUWAMISH,1.0,1.0,Retail Store,66.0,67.29,47.56664,-122.32346,43.0,0.5458077411702109,0.45419225882978914,0.0,56572.0,56572.0,1.0,0.0,2409429.0
485,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,,17.28,47.61077,-122.3361,90.0,0.9999998991132153,0.0,0.0,97720.0,16286.666666666666,1.0,0.0,2478025.25
487,2016,NONRESIDENTIAL,Medical,CENTRAL,1.0,7.0,Medical Office,68.0,40.38,47.60649,-122.31121,29.0,0.9999998273756647,0.0,0.0,94500.0,13500.0,1.0,0.0,5792926.0
488,2016,NONRESIDENTIAL,Retail Store,DELRIDGE,0.0,1.0,Retail Store,79.0,94.74,47.53655,-122.36377,11.0,0.772095124075282,0.22790487592471792,0.0,,94713.0,1.0,0.0,5417598.0
491,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,94.0,282.46,47.60353,-122.33558,,0.5315396050422083,0.21428113734072615,0.2541791654638107,205521.0,34253.5,1.0,0.0,8138616.5
492,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,55.0,21.37,47.60197,-122.33437,,0.9999998369186497,0.0,0.0,56700.0,9450.0,1.0,0.0,3065954.5
493,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,4.0,Office,89.0,23.48,47.59554,-122.32471,91.0,0.9646131132833443,0.035386611907604434,0.0,72000.0,18000.0,1.0,0.0,2729167.75
494,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,Office,93.0,35.56,47.63347,-122.34078,16.0,0.9999999019896973,0.0,0.0,191146.0,47786.5,0.50356272168918,0.49643727831082,5101504.5
495,2016,NONRESIDENTIAL,Other,DELRIDGE,1.0,3.0,Other,,310.19,47.56797,-122.36711,15.0,0.40653042492216335,0.5934694643295982,0.0,68763.0,22921.0,0.8323662434739613,0.1676337565260387,9029489.0
500,2016,NONRESIDENTIAL,Other,MAGNOLIA / QUEEN ANNE,3.0,2.0,Lifestyle Center,,270.17,47.62476,-122.35521,22.0,0.7035970983310504,0.29640282524729855,0.0,27112.0,40668.0,1.0,0.0,13085297.0
503,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,6.0,Parking,,36.49,47.61234,-122.34897,33.0,0.999999904462618,0.0,0.0,275982.0,45997.0,0.2857142857142857,0.7142857142857143,5233553.5
504,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,91.0,30.61,47.62497,-122.35965,34.0,1.0,0.0,0.0,98668.0,19733.6,1.0,0.0,4391348.0
505,2016,NONRESIDENTIAL,Office,GREATER DUWAMISH,1.0,1.0,Office,12.0,98.54,47.57639,-122.32072,9.0,0.9070517010173105,0.09294818471922725,0.0,158931.0,158931.0,0.821425650124897,0.17857434987510304,8751704.0
507,2016,NONRESIDENTIAL,Retail Store,MAGNOLIA / QUEEN ANNE,1.0,1.0,Retail Store,51.0,60.7,47.63284,-122.37712,38.0,0.6567656889679758,0.3432343110320242,0.0,50660.0,50660.0,1.0,0.0,2661488.0
508,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,Office,59.0,55.73,47.63156,-122.37551,79.0,0.6028316046130175,0.39716816842648056,0.0,61929.0,30964.5,1.0,0.0,2203026.5
511,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,3.0,Office,65.0,5.59,47.61588,-122.34965,91.0,0.9999993768014334,0.0,0.0,20565.0,6855.0,1.0,0.0,802312.5
512,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,63.0,54.78,47.62175,-122.36313,16.0,0.9999999363703551,0.0,0.0,159937.0,31987.4,0.6500434546102528,0.3499565453897472,7857972.5
514,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,95.0,116.74,47.61891,-122.35958,30.0,0.692250170624295,0.3077497387025046,0.0,208210.0,41642.0,0.6213054128043802,0.3786945871956198,5514308.5
515,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,7.0,Office,63.0,88.74,47.61813,-122.35833,30.0,0.9999998428890566,0.0,0.0,277486.0,39640.857142857145,0.7106772954311209,0.28932270456887915,12729858.0
516,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,3.0,Office,77.0,70.09,47.614,-122.35375,23.0,0.9999999005320441,0.0,0.0,187130.0,62376.666666666664,1.0,0.0,10053489.0
518,2016,NONRESIDENTIAL,Entrepot,DOWNTOWN,1.0,5.0,Non-Refrigerated Warehouse,81.0,8.8,47.60703,-122.34038,104.0,0.999999801938664,0.0,0.0,154330.0,30866.0,1.0,0.0,1262235.25
519,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,,50.17,47.60604,-122.33948,98.0,0.9410294892972717,0.0,0.05897039996518411,108245.0,18040.833333333332,0.8642893436186428,0.1357106563813571,4515180.5
520,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,70.0,47.39,47.6047,-122.33739,111.0,0.9999998528902722,0.0,0.0,167860.0,27976.666666666668,1.0,0.0,6797647.0
